"","Sample_ID","Site_ID","Latitude","Longitude","Elevation_mabsl","Collection_Date","d2H","d18O","Precipitation_mm"
"1","ChileanWaters_0188","isomap_8580100",-41.47,-72.93,13,1991-01-01,-26,-4.9,96.1
"2","ChileanWaters_0189","isomap_8580100",-41.47,-72.93,13,1991-02-01,-24,-3.9,47.9
"3","ChileanWaters_0190","isomap_8580100",-41.47,-72.93,13,1991-03-01,-31,-4.9,84.3
"4","ChileanWaters_0191","isomap_8580100",-41.47,-72.93,13,1991-04-01,-36,-5.7,123.8
"5","ChileanWaters_0192","isomap_8580100",-41.47,-72.93,13,1991-05-01,-73,-10,233.4
"6","ChileanWaters_0193","isomap_8580100",-41.47,-72.93,13,1991-08-01,-43,-7.1,139
"7","ChileanWaters_0194","isomap_8580100",-41.47,-72.93,13,1991-12-01,-55,-7.7,310.7
"8","ChileanWaters_0195","isomap_8580100",-41.47,-72.93,13,1992-04-01,-42,-6.5,248
"9","ChileanWaters_0196","isomap_8580100",-41.47,-72.93,13,1992-05-01,-58,-8.2,246
"10","ChileanWaters_0197","isomap_8580100",-41.47,-72.93,13,1992-06-01,-59,-8.4,217.6
"11","ChileanWaters_0198","isomap_8580100",-41.47,-72.93,13,1992-07-01,-71,-10.3,108.6
"12","ChileanWaters_0199","isomap_8580100",-41.47,-72.93,13,1992-08-01,-52,-7.9,110.4
"13","ChileanWaters_0200","isomap_8580100",-41.47,-72.93,13,1992-09-01,-63,-9.3,202.8
"14","ChileanWaters_0201","isomap_8580100",-41.47,-72.93,13,1992-10-01,-46,-7.4,288.2
"15","ChileanWaters_0202","isomap_8580100",-41.47,-72.93,13,1993-04-01,-37,-5.7,226
"16","ChileanWaters_0203","isomap_8580100",-41.47,-72.93,13,1993-05-01,-94,-13.5,259
"17","ChileanWaters_0204","isomap_8580100",-41.47,-72.93,13,1993-06-01,-46,-7.4,263
"18","ChileanWaters_0205","isomap_8580100",-41.47,-72.93,13,1993-07-01,-48,-7.4,233
"19","ChileanWaters_0206","isomap_8580100",-41.47,-72.93,13,1993-08-01,-51,-7.3,97
"20","ChileanWaters_0207","isomap_8580100",-41.47,-72.93,13,1993-09-01,-28,-4.6,50
"21","ChileanWaters_0208","isomap_8580100",-41.47,-72.93,13,1993-10-01,-28,-4.8,125
"22","ChileanWaters_0209","isomap_8580100",-41.47,-72.93,13,1993-11-01,-37,-6,181
"23","ChileanWaters_0210","isomap_8580100",-41.47,-72.93,13,1993-12-01,-25,-4,90
"24","ChileanWaters_0211","isomap_8580100",-41.47,-72.93,13,1994-03-01,-38,-5.9,59
"25","ChileanWaters_0212","isomap_8580100",-41.47,-72.93,13,1994-04-01,-54,-8.4,152
"26","ChileanWaters_0213","isomap_8580100",-41.47,-72.93,13,1994-05-01,-47,-7.6,248
"27","ChileanWaters_0214","isomap_8580100",-41.47,-72.93,13,1994-06-01,-55,-7.8,314
"28","ChileanWaters_0215","isomap_8580100",-41.47,-72.93,13,1994-07-01,-61,-8.7,215
"29","ChileanWaters_0216","isomap_8580100",-41.47,-72.93,13,1995-03-01,-22,-4.1,60.8
"30","ChileanWaters_0217","isomap_8580100",-41.47,-72.93,13,1995-04-01,-38,-6.2,136.4
"31","ChileanWaters_0218","isomap_8580100",-41.47,-72.93,13,1995-05-01,-33,-5.9,209.8
"32","ChileanWaters_0219","isomap_8580100",-41.47,-72.93,13,1995-06-01,-56,-8.2,292
"33","ChileanWaters_0220","isomap_8580100",-41.47,-72.93,13,1995-07-01,-44,-8,181.4
"34","ChileanWaters_0221","isomap_8580100",-41.47,-72.93,13,1995-08-01,-62,-9.8,163.4
"35","ChileanWaters_0222","isomap_8580100",-41.47,-72.93,13,1995-09-01,-45,-6.5,85.8
"36","ChileanWaters_0223","isomap_8580100",-41.47,-72.93,13,1995-10-01,-49,-7.7,110.5
"37","ChileanWaters_0224","isomap_8580100",-41.47,-72.93,13,1995-11-01,-38,-6.9,49.6
"38","ChileanWaters_0225","isomap_8580100",-41.47,-72.93,13,1995-12-01,-15,-3.6,8.9
"39","ChileanWaters_0226","isomap_8580100",-41.47,-72.93,13,1996-01-01,-26,-3.5,59.3
"40","ChileanWaters_0227","isomap_8580100",-41.47,-72.93,13,1996-02-01,-42,-5.8,69
"41","ChileanWaters_0228","isomap_8580100",-41.47,-72.93,13,1996-03-01,-23,-4.1,146.8
"42","ChileanWaters_0229","isomap_8580100",-41.47,-72.93,13,1996-04-01,-36,-6.1,117.6
"43","ChileanWaters_0230","isomap_8580100",-41.47,-72.93,13,1996-05-01,-46,-6.9,134.2
"44","ChileanWaters_0231","isomap_8580100",-41.47,-72.93,13,1996-06-01,-34,-5.1,68.8
"45","ChileanWaters_0232","isomap_8580100",-41.47,-72.93,13,1996-07-01,-45,-5.7,81.8
"46","ChileanWaters_0233","isomap_8580100",-41.47,-72.93,13,1996-08-01,-47,-7.4,127.2
"47","ChileanWaters_0234","isomap_8580100",-41.47,-72.93,13,1996-09-01,-46,-6.9,98.2
"48","ChileanWaters_0235","isomap_8580100",-41.47,-72.93,13,1996-10-01,-34,-5.2,90
"49","ChileanWaters_0236","isomap_8580100",-41.47,-72.93,13,1996-11-01,-27,-4.4,152.2
"50","ChileanWaters_0237","isomap_8580100",-41.47,-72.93,13,1996-12-01,-20,-3.3,89.5
"51","ChileanWaters_0238","isomap_8580100",-41.47,-72.93,13,1997-01-01,-25,-4.3,248.6
"52","ChileanWaters_0239","isomap_8580100",-41.47,-72.93,13,1997-02-01,-33.5,-4.5,57.4
"53","ChileanWaters_0240","isomap_8580100",-41.47,-72.93,13,1997-03-01,-24,-3.5,41
"54","ChileanWaters_0241","isomap_8580100",-41.47,-72.93,13,1997-04-01,-47,-6.7,276.7
"55","ChileanWaters_0242","isomap_8580100",-41.47,-72.93,13,1997-05-01,-58,-9.1,111.9
"56","ChileanWaters_0243","isomap_8580100",-41.47,-72.93,13,1997-06-01,-46.5,-7.3,356.5
"57","ChileanWaters_0244","isomap_8580100",-41.47,-72.93,13,1997-07-01,-54.4,-8.1,279.6
"58","ChileanWaters_0245","isomap_8580100",-41.47,-72.93,13,1997-08-01,-61.4,-8.8,192.2
"59","ChileanWaters_0246","isomap_8580100",-41.47,-72.93,13,1997-09-01,-62.7,-8.7,135.3
"60","ChileanWaters_0247","isomap_8580100",-41.47,-72.93,13,1997-10-01,-62.4,-8.9,177.2
"61","ChileanWaters_0248","isomap_8580100",-41.47,-72.93,13,1997-11-01,-21.8,-2.9,10.8
"62","ChileanWaters_0249","isomap_8580100",-41.47,-72.93,13,1998-01-01,-14.2,-2.6,39.2
"63","ChileanWaters_0250","isomap_8580100",-41.47,-72.93,13,1998-02-01,-18.2,-2.8,11.2
"64","ChileanWaters_0251","isomap_8580100",-41.47,-72.93,13,1998-03-01,-42.8,-6.5,86.4
"65","ChileanWaters_0252","isomap_8580100",-41.47,-72.93,13,1998-04-01,-43.1,-6.7,74.8
"66","ChileanWaters_0253","isomap_8580100",-41.47,-72.93,13,1998-05-01,-39.5,-5.9,111.2
"67","ChileanWaters_0254","isomap_8580100",-41.47,-72.93,13,1998-06-01,-62,-8.8,100
"68","ChileanWaters_0255","isomap_8580100",-41.47,-72.93,13,1998-07-01,-45.7,-6.9,130.8
"69","ChileanWaters_0256","isomap_8580100",-41.47,-72.93,13,1998-08-01,-48.4,-7.5,208.9
"70","ChileanWaters_0257","isomap_8580100",-41.47,-72.93,13,1998-09-01,-49,-7.4,92.6
"71","ChileanWaters_0258","isomap_8580100",-41.47,-72.93,13,1998-10-01,-37.9,-5.8,55.4
"72","ChileanWaters_0259","isomap_8580100",-41.47,-72.93,13,1998-11-01,-33.6,-5.1,76.4
"73","ChileanWaters_0260","isomap_8580100",-41.47,-72.93,13,1998-12-01,-13.6,-2.4,63.2
"74","ChileanWaters_0261","isomap_8580100",-41.47,-72.93,13,1999-01-01,-16.5,-4.3,66.6
"75","ChileanWaters_0262","isomap_8580100",-41.47,-72.93,13,1999-02-01,-56.4,-8.4,45.2
"76","ChileanWaters_0263","isomap_8580100",-41.47,-72.93,13,1999-03-01,-37.2,-6.2,116.8
"77","ChileanWaters_0264","isomap_8580100",-41.47,-72.93,13,1999-04-01,-27,-4.8,65
"78","ChileanWaters_0265","isomap_8580100",-41.47,-72.93,13,1999-05-01,-65.2,-9.3,125.4
"79","ChileanWaters_0266","isomap_8580100",-41.47,-72.93,13,1999-06-01,-65.2,-9.6,247.4
"80","ChileanWaters_0267","isomap_8580100",-41.47,-72.93,13,1999-07-01,-49.4,-7.3,136.4
"81","ChileanWaters_0268","isomap_8580100",-41.47,-72.93,13,1999-08-01,-51.7,-7.5,207.8
"82","ChileanWaters_0269","isomap_8580100",-41.47,-72.93,13,1999-09-01,-51.2,-7.5,138
"83","ChileanWaters_0270","isomap_8580100",-41.47,-72.93,13,1999-10-01,-27.3,-4.3,50.4
"84","ChileanWaters_0271","isomap_8580100",-41.47,-72.93,13,1999-11-01,-14.2,-2.9,67.4
"85","ChileanWaters_0272","isomap_8580100",-41.47,-72.93,13,1999-12-01,-25.4,-4.3,79.6
"86","ChileanWaters_0273","isomap_8580100",-41.47,-72.93,13,2002-01-01,-16.9,-2.8,70
"87","ChileanWaters_0274","isomap_8580100",-41.47,-72.93,13,2002-02-01,-28.1,-4.8,113.8
"88","ChileanWaters_0275","isomap_8580100",-41.47,-72.93,13,2002-03-01,-32.8,-5.8,115.5
"89","ChileanWaters_0276","isomap_8580100",-41.47,-72.93,13,2002-04-01,-43.5,-7.1,151.6
"90","ChileanWaters_0277","isomap_8580100",-41.47,-72.93,13,2002-05-01,-66.7,-10.1,345.2
"91","ChileanWaters_0278","isomap_8580100",-41.47,-72.93,13,2002-06-01,-57.5,-8.6,209.8
"92","ChileanWaters_0279","isomap_8580100",-41.47,-72.93,13,2002-07-01,-52.5,-7.8,130.8
"93","ChileanWaters_0280","isomap_8580100",-41.47,-72.93,13,2002-08-01,-52.8,-7.8,196.8
"94","ChileanWaters_0281","isomap_8580100",-41.47,-72.93,13,2002-09-01,-27.4,-4.3,178.4
"95","ChileanWaters_0282","isomap_8580100",-41.47,-72.93,13,2002-10-01,-60.2,-8.7,260.4
"96","ChileanWaters_0283","isomap_8580100",-41.47,-72.93,13,2002-11-01,-35.5,-5.5,170.2
"97","ChileanWaters_0284","isomap_8580100",-41.47,-72.93,13,2002-12-01,-8.8,-2.1,92.8
"98","ChileanWaters_0285","isomap_8580100",-41.47,-72.93,13,2003-07-01,-75.1,-10.9,127.8
"99","ChileanWaters_0286","isomap_8580100",-41.47,-72.93,13,2003-08-01,-40.1,-6.2,182.8
"100","ChileanWaters_0287","isomap_8580100",-41.47,-72.93,13,2003-09-01,-52.6,-7.1,140
"101","ChileanWaters_0288","isomap_8580100",-41.47,-72.93,13,2003-10-01,-34.3,-4.9,94.8
"102","ChileanWaters_0289","isomap_8580100",-41.47,-72.93,13,2003-11-01,-33.4,-5.2,131.3
"103","ChileanWaters_0290","isomap_8580100",-41.47,-72.93,13,2003-12-01,-14.1,-3.1,122
"104","ChileanWaters_0291","isomap_8580100",-41.47,-72.93,13,2004-01-01,-24.4,-3.7,67.8
"105","ChileanWaters_0292","isomap_8580100",-41.47,-72.93,13,2004-03-01,-27,-4.6,116.4
"106","ChileanWaters_0293","isomap_8580100",-41.47,-72.93,13,2004-04-01,-40.8,-6.3,265.6
"107","ChileanWaters_0294","isomap_8580100",-41.47,-72.93,13,2004-05-01,-39.3,-6.6,49.6
"108","ChileanWaters_0295","isomap_8580100",-41.47,-72.93,13,2004-06-01,-45.7,-7.5,326
"109","ChileanWaters_0296","isomap_8580100",-41.47,-72.93,13,2004-07-01,-59.3,-9.1,133.8
"110","ChileanWaters_0297","isomap_8580100",-41.47,-72.93,13,2004-08-01,-52.2,-7.5,103.8
"111","ChileanWaters_0298","isomap_8580100",-41.47,-72.93,13,2004-09-01,-32.6,-5.5,103.8
"112","ChileanWaters_0299","isomap_8580100",-41.47,-72.93,13,2004-10-01,-41.7,-6.2,170.4
"113","ChileanWaters_0300","isomap_8580100",-41.47,-72.93,13,2004-11-01,-15.8,-1.2,81
"114","ChileanWaters_0301","isomap_8580100",-41.47,-72.93,13,2004-12-01,-18.4,-3,84.6
"115","ChileanWaters_0302","isomap_8580100",-41.47,-72.93,13,2005-01-01,-19.3,-2.8,68
"116","ChileanWaters_0303","isomap_8580100",-41.47,-72.93,13,2005-02-01,-4.4,1.1,14.8
"117","ChileanWaters_0304","isomap_8580100",-41.47,-72.93,13,2005-03-01,-32.4,-5.4,192
"118","ChileanWaters_0305","isomap_8580100",-41.47,-72.93,13,2005-04-01,-35.8,-5.9,126.6
"119","ChileanWaters_0306","isomap_8580100",-41.47,-72.93,13,2005-05-01,-32.7,-5.5,388.1
"120","ChileanWaters_0307","isomap_8580100",-41.47,-72.93,13,2005-06-01,-46.8,-7.4,226
"121","ChileanWaters_0308","isomap_8580100",-41.47,-72.93,13,2005-07-01,-54.6,-8.2,212.8
"122","ChileanWaters_0309","isomap_8580100",-41.47,-72.93,13,2005-08-01,-56.6,-8.3,201.4
"123","ChileanWaters_0310","isomap_8580100",-41.47,-72.93,13,2005-09-01,-53.4,-7.6,71.4
"124","ChileanWaters_0311","isomap_8580100",-41.47,-72.93,13,2005-10-01,-45.4,-6.5,44.8
"125","ChileanWaters_0312","isomap_8580100",-41.47,-72.93,13,2005-11-01,-28,-4.2,169.7
"126","ChileanWaters_0313","isomap_8580100",-41.47,-72.93,13,2005-12-01,-40.5,-6.1,52
"127","ChileanWaters_0314","isomap_8580100",-41.47,-72.93,13,2006-01-01,-25.3,-3.7,137.5
"128","ChileanWaters_0315","isomap_8580100",-41.47,-72.93,13,2006-02-01,-35.9,-5.4,70.7
"129","ChileanWaters_0316","isomap_8580100",-41.47,-72.93,13,2006-03-01,-39.3,-6.2,149
"130","ChileanWaters_0317","isomap_8580100",-41.47,-72.93,13,2006-04-01,-48.3,-6.8,163.2
"131","ChileanWaters_0318","isomap_8580100",-41.47,-72.93,13,2006-05-01,-61,-8.9,156.6
"132","ChileanWaters_0319","isomap_8580100",-41.47,-72.93,13,2006-06-01,-55.5,-8,293.2
"133","ChileanWaters_0320","isomap_8580100",-41.47,-72.93,13,2006-07-01,-57.4,-8.7,280.4
"134","ChileanWaters_0321","isomap_8580100",-41.47,-72.93,13,2006-08-01,-52.8,-8,126
"135","ChileanWaters_0322","isomap_8580100",-41.47,-72.93,13,2006-09-01,-37.2,-5.7,138.8
"136","ChileanWaters_0323","isomap_8580100",-41.47,-72.93,13,2006-10-01,-37.7,-6.4,176.2
"137","ChileanWaters_0324","isomap_8580100",-41.47,-72.93,13,2006-11-01,-38.2,-5,63.9
"138","ChileanWaters_0325","isomap_8580100",-41.47,-72.93,13,2006-12-01,-35.1,-4.9,175.2
"139","ChileanWaters_0326","isomap_8580100",-41.47,-72.93,13,2007-01-01,-37,-4.8,21.6
"140","ChileanWaters_0327","isomap_8580100",-41.47,-72.93,13,2007-02-01,-40.7,-6.2,44.8
"141","ChileanWaters_0328","isomap_8580100",-41.47,-72.93,13,2007-03-01,-26.8,-3.9,77.4
"142","ChileanWaters_0329","isomap_8580100",-41.47,-72.93,13,2007-04-01,-21.1,-4.4,141.1
"143","ChileanWaters_0330","isomap_8580100",-41.47,-72.93,13,2007-05-01,-36,-5.9,82.9
"144","ChileanWaters_0331","isomap_8580100",-41.47,-72.93,13,2007-06-01,-42.2,-6.9,138.4
"145","ChileanWaters_0332","isomap_8580100",-41.47,-72.93,13,2007-07-01,-51.7,-7.7,178.2
"146","ChileanWaters_0333","isomap_8580100",-41.47,-72.93,13,2007-08-01,-65.4,-9,148.2
"147","ChileanWaters_0334","isomap_8580100",-41.47,-72.93,13,2007-09-01,-49.4,-7.3,81.7
"148","ChileanWaters_0335","isomap_8580100",-41.47,-72.93,13,2007-10-01,-37.5,-5.5,144.8
"149","ChileanWaters_0336","isomap_8580100",-41.47,-72.93,13,2007-11-01,-30.3,-4.5,51.4
"150","ChileanWaters_0337","isomap_8580100",-41.47,-72.93,13,2007-12-01,-21,-2.7,61
"151","ChileanWaters_0338","isomap_8580100",-41.47,-72.93,13,2008-01-01,-3.9,-0.4,39.7
"152","ChileanWaters_0339","isomap_8580100",-41.47,-72.93,13,2008-02-01,-17.2,-1.8,43.8
"153","ChileanWaters_0340","isomap_8580100",-41.47,-72.93,13,2008-04-01,-32.8,-5.5,160.6
"154","ChileanWaters_0341","isomap_8580100",-41.47,-72.93,13,2008-05-01,-49.6,-7.7,354.6
"155","ChileanWaters_0342","isomap_8580100",-41.47,-72.93,13,2008-06-01,-35.3,-5.5,169.2
"156","ChileanWaters_0343","isomap_8580100",-41.47,-72.93,13,2008-07-01,-52,-7.5,268.4
"157","ChileanWaters_0344","isomap_8580100",-41.47,-72.93,13,2008-08-01,-48.6,-7.3,233.2
"158","ChileanWaters_0345","isomap_8580100",-41.47,-72.93,13,2008-09-01,-45.5,-6,42.9
"159","ChileanWaters_0346","isomap_8580100",-41.47,-72.93,13,2008-10-01,-21.9,-2.5,59.4
"160","ChileanWaters_0347","isomap_8580100",-41.47,-72.93,13,2008-11-01,-29.4,-4.3,119.8
"161","ChileanWaters_0348","isomap_8580100",-41.47,-72.93,13,2008-12-01,-28,-4.2,29.8
"162","ChileanWaters_0349","isomap_8580100",-41.47,-72.93,13,2009-02-01,-37.8,-5,115.6
"163","ChileanWaters_0350","isomap_8580100",-41.47,-72.93,13,2009-03-01,-7.2,-1.3,66.6
"164","ChileanWaters_0351","isomap_8580100",-41.47,-72.93,13,2009-04-01,-17.4,-3.1,141
"165","ChileanWaters_0352","isomap_8580100",-41.47,-72.93,13,2009-05-01,-43.9,-6.8,215.8
"166","ChileanWaters_0353","isomap_8580100",-41.47,-72.93,13,2009-06-01,-79.3,-11.5,187.6
"167","ChileanWaters_0354","isomap_8580100",-41.47,-72.93,13,2009-07-01,-47.9,-7.4,82.8
"168","ChileanWaters_0355","isomap_8580100",-41.47,-72.93,13,2009-08-01,-50.7,-7.3,263
"169","ChileanWaters_0356","isomap_8580100",-41.47,-72.93,13,2009-09-01,-49.3,-7,70.8
"170","ChileanWaters_0357","isomap_8580100",-41.47,-72.93,13,2009-10-01,-45.9,-6.9,137.1
"171","ChileanWaters_0358","isomap_8580100",-41.47,-72.93,13,2009-11-01,-41.7,-5.8,162.6
"172","ChileanWaters_0359","isomap_8580100",-41.47,-72.93,13,2009-12-01,-37.9,-5.3,118.6
"173","ChileanWaters_0360","isomap_8580100",-41.47,-72.93,13,2010-01-01,-31.8,-3.2,94.4
"174","ChileanWaters_0361","isomap_8580100",-41.47,-72.93,13,2010-02-01,-47.3,-5.4,76.2
"175","ChileanWaters_0362","isomap_8580100",-41.47,-72.93,13,2010-03-01,-31.7,-3.9,114.8
"176","ChileanWaters_0363","isomap_8580100",-41.47,-72.93,13,2010-04-01,-23.4,-3,67.8
"177","ChileanWaters_0364","isomap_8580100",-41.47,-72.93,13,2010-05-01,-33.6,-4.6,111.6
"178","ChileanWaters_0365","isomap_8580100",-41.47,-72.93,13,2010-06-01,-40.5,-5.8,197.4
"179","ChileanWaters_0366","isomap_8580100",-41.47,-72.93,13,2010-07-01,-69,-9.6,123
"180","ChileanWaters_0367","isomap_8580100",-41.47,-72.93,13,2010-08-01,-57.5,-7.4,156
"181","ChileanWaters_0368","isomap_8580100",-41.47,-72.93,13,2010-09-01,-32.3,-4.9,84.8
"182","ChileanWaters_0369","isomap_8580100",-41.47,-72.93,13,2010-10-01,-35.3,-4.9,94
"183","ChileanWaters_0370","isomap_8580100",-41.47,-72.93,13,2010-11-01,-45.9,-4.9,94.6
"184","ChileanWaters_0371","isomap_8580100",-41.47,-72.93,13,2010-12-01,-18.8,-1.6,78.6
"185","ChileanWaters_0372","isomap_8580100",-41.47,-72.93,13,2011-01-01,-22.3,-3.3,115.6
"186","ChileanWaters_0373","isomap_8580100",-41.47,-72.93,13,2011-03-01,-26.2,-4.9,190.8
"187","ChileanWaters_0374","isomap_8580100",-41.47,-72.93,13,2011-04-01,-21.7,-5.6,122
"188","ChileanWaters_0375","isomap_8580100",-41.47,-72.93,13,2011-05-01,-40.7,-6.6,136.2
"189","ChileanWaters_0376","isomap_8580100",-41.47,-72.93,13,2011-06-01,-43.8,-7,188
"190","ChileanWaters_0377","isomap_8580100",-41.47,-72.93,13,2011-07-01,-46.2,-7.2,264.4
"191","ChileanWaters_0378","isomap_8580100",-41.47,-72.93,13,2011-08-01,-33.3,-4.8,200.8
"192","ChileanWaters_0379","isomap_8580100",-41.47,-72.93,13,2011-09-01,-40.4,-6.2,173
"193","ChileanWaters_0380","isomap_8580100",-41.47,-72.93,13,2011-10-01,-8.4,-0.6,61.6
"194","ChileanWaters_0381","isomap_8580100",-41.47,-72.93,13,2011-11-01,-1.8,0.5,136.7
"195","ChileanWaters_0382","isomap_8580100",-41.47,-72.93,13,2012-01-01,-37.8,-6.3,70.2
"196","ChileanWaters_0383","isomap_8580100",-41.47,-72.93,13,2012-02-01,-46.9,-7.1,146.8
"197","ChileanWaters_0384","isomap_8580100",-41.47,-72.93,13,2012-03-01,-32.8,-5.5,26.4
"198","ChileanWaters_0385","isomap_8580100",-41.47,-72.93,13,2012-04-01,-38.4,-5.3,87.2
"199","ChileanWaters_0386","isomap_8580100",-41.47,-72.93,13,2012-05-01,-20.5,-2.4,226.4
"200","ChileanWaters_0387","isomap_8580100",-41.47,-72.93,13,2012-06-01,8.8,2.5,243
"201","ChileanWaters_0388","isomap_8580100",-41.47,-72.93,13,2012-07-01,-10.1,-1.4,166.8
"202","ChileanWaters_0389","isomap_8580100",-41.47,-72.93,13,2012-08-01,-28.3,-3.8,162.4
"203","ChileanWaters_0390","isomap_8580100",-41.47,-72.93,13,2012-09-01,-31.6,-4.3,83.4
"204","ChileanWaters_0391","isomap_8580100",-41.47,-72.93,13,2012-10-01,-6.9,-1,50.9
"205","ChileanWaters_0392","isomap_8580100",-41.47,-72.93,13,2012-11-01,-6.1,0.4,26.6
"206","ChileanWaters_0393","isomap_8580100",-41.47,-72.93,13,2012-12-01,-64.4,-9.2,226.6
"207","ChileanWaters_0394","isomap_8580100",-41.47,-72.93,13,2013-01-01,-57.4,-8.2,37.8
"208","ChileanWaters_0395","isomap_8580100",-41.47,-72.93,13,2013-02-01,-34.4,-5.5,117.4
"209","ChileanWaters_0396","isomap_8580100",-41.47,-72.93,13,2013-03-01,-21.8,-4.2,103
"210","ChileanWaters_0397","isomap_8580100",-41.47,-72.93,13,2013-04-01,-22,-4.1,136.8
"211","ChileanWaters_0398","isomap_8580100",-41.47,-72.93,13,2013-05-01,-17.4,-0.8,232
"212","ChileanWaters_0399","isomap_8580100",-41.47,-72.93,13,2013-06-01,-13.5,-1.3,225
"213","ChileanWaters_0400","isomap_8580100",-41.47,-72.93,13,2013-07-01,1,1.3,175.2
"214","ChileanWaters_0401","isomap_8580100",-41.47,-72.93,13,2013-08-01,-2.1,-2.6,229
"215","ChileanWaters_0402","isomap_8580100",-41.47,-72.93,13,2013-09-01,9,0.2,135.4
"216","ChileanWaters_0403","isomap_8580100",-41.47,-72.93,13,2013-10-01,0.7,-1.9,81.2
"217","ChileanWaters_0404","isomap_8580100",-41.47,-72.93,13,2013-11-01,8.8,-1.2,75
"218","ChileanWaters_0405","isomap_8580100",-41.47,-72.93,13,2013-12-01,18.4,3.5,47.6
"219","ChileanWaters_0406","isomap_8580100",-41.47,-72.93,13,2014-01-01,-3.8,-0.2,95.4
"220","ChileanWaters_0407","isomap_8580100",-41.47,-72.93,13,2014-02-01,11.2,-1.8,60.2
"221","ChileanWaters_0408","isomap_8580100",-41.47,-72.93,13,2014-03-01,-13.5,-2.5,115.8
"222","ChileanWaters_0409","isomap_8580100",-41.47,-72.93,13,2014-05-01,-32.5,-5.6,190
"223","ChileanWaters_0410","isomap_8580100",-41.47,-72.93,13,2014-06-01,-101.1,-14.5,238.4
"224","ChileanWaters_0411","isomap_8580100",-41.47,-72.93,13,2014-07-01,-55.4,-7.7,202.2
"225","ChileanWaters_0412","isomap_8580100",-41.47,-72.93,13,2014-08-01,-47,-5.4,122.6
"226","ChileanWaters_0413","isomap_8580100",-41.47,-72.93,13,2014-09-01,-36.7,-5.4,138.4
"227","ChileanWaters_0414","isomap_8580100",-41.47,-72.93,13,2014-10-01,-28.2,-5.5,103.2
"228","ChileanWaters_0415","isomap_8580100",-41.47,-72.93,13,2014-11-01,12,0.7,52
"229","ChileanWaters_0416","isomap_8580100",-41.47,-72.93,13,2014-12-01,11.7,2.5,44.8
"230","ChileanWaters_0417","isomap_8580100",-41.47,-72.93,13,2015-01-01,-30.2,-4.8,9.6
"231","ChileanWaters_0418","isomap_8580100",-41.47,-72.93,13,2015-02-01,-34,-6,25.6
"232","ChileanWaters_0419","isomap_8580100",-41.47,-72.93,13,2015-03-01,-22.7,-4.3,55.6
"233","ChileanWaters_0420","isomap_8580100",-41.47,-72.93,13,2015-04-01,-34.5,-5.2,99
"234","ChileanWaters_0421","isomap_8580100",-41.47,-72.93,13,2015-05-01,-27.1,-4.9,224.6
"235","ChileanWaters_0422","isomap_8580100",-41.47,-72.93,13,2015-06-01,-30,-5.2,164.8
"236","ChileanWaters_0423","isomap_8580100",-41.47,-72.93,13,2015-07-01,-46.2,-7,270.9
"237","ChileanWaters_0424","isomap_8580100",-41.47,-72.93,13,2015-08-01,-55.1,-8,264.6
"238","ChileanWaters_0425","isomap_8580100",-41.47,-72.93,13,2015-09-01,-40.3,-6,80.8
"239","ChileanWaters_0426","isomap_8580100",-41.47,-72.93,13,2015-10-01,-19.2,-2.9,64
"240","ChileanWaters_0427","isomap_8580100",-41.47,-72.93,13,2015-11-01,-31.1,-5.6,101
"241","ChileanWaters_0428","isomap_8580100",-41.47,-72.93,13,2015-12-01,-0.8,-0.1,72.4
"242","isomap_123564","isomap_8776501",-41.15,-71.33,790,1999-01-31,-68,-8.1,7.7
"243","isomap_123565","isomap_8776501",-41.15,-71.33,790,1999-02-28,-72,-9.3,9
"244","isomap_123566","isomap_8776501",-41.15,-71.33,790,1999-03-31,-70,-10.5,13.5
"245","isomap_123567","isomap_8776501",-41.15,-71.33,790,1999-04-30,-55,-7.3,12
"246","isomap_123568","isomap_8776501",-41.15,-71.33,790,1999-05-31,-136,-18.1,64.5
"247","isomap_123569","isomap_8776501",-41.15,-71.33,790,1999-06-30,-90,-12.8,128.5
"248","isomap_123570","isomap_8776501",-41.15,-71.33,790,1999-07-31,-92,-12.4,71.6
"249","isomap_123571","isomap_8776501",-41.15,-71.33,790,1999-08-31,-84,-11.9,143.6
"250","isomap_123572","isomap_8776501",-41.15,-71.33,790,1999-09-30,-93,-12.5,66.2
"251","isomap_123573","isomap_8776501",-41.15,-71.33,790,1999-10-31,-42,-5.7,3.6
"252","isomap_123574","isomap_8776501",-41.15,-71.33,790,1999-11-30,-54,-4.8,10.2
"253","isomap_123575","isomap_8776501",-41.15,-71.33,790,1999-12-31,-62,-8.2,43.4
"254","isomap_143625","isomap_8776501",-41.15,-71.33,790,2002-01-31,-63,-8,13.7
"255","isomap_143626","isomap_8776501",-41.15,-71.33,790,2002-02-28,-51,-7.6,92.2
"256","isomap_143629","isomap_8776501",-41.15,-71.33,790,2002-05-31,-91,-12.6,192.5
"257","isomap_143630","isomap_8776501",-41.15,-71.33,790,2002-06-30,-93,-13.1,101
"258","isomap_143631","isomap_8776501",-41.15,-71.33,790,2002-07-31,-99,-13.5,87
"259","isomap_143632","isomap_8776501",-41.15,-71.33,790,2002-08-31,-116,-15.6,205
"260","isomap_143633","isomap_8776501",-41.15,-71.33,790,2002-09-30,-99,-13.5,117
"261","isomap_143634","isomap_8776501",-41.15,-71.33,790,2002-10-31,-70,-10.9,312
